Country,Code,Calling Code,Year,CO2 emission (Tons),Population(2022),Area,% of World,Density(km2)
Croatia,HR,385,1886,4792,4030358,56594,0.00%,71/km²
Croatia,HR,385,1887,4792,4030358,56594,0.00%,71/km²
Croatia,HR,385,1888,4792,4030358,56594,0.00%,71/km²
Croatia,HR,385,1889,4792,4030358,56594,0.00%,71/km²
Croatia,HR,385,1890,19168,4030358,56594,0.00%,71/km²
Croatia,HR,385,1891,35940,4030358,56594,0.00%,71/km²
Croatia,HR,385,1892,54509,4030358,56594,0.00%,71/km²
Croatia,HR,385,1893,87454,4030358,56594,0.00%,71/km²
Croatia,HR,385,1894,150349,4030358,56594,0.00%,71/km²
Croatia,HR,385,1895,213244,4030358,56594,0.00%,71/km²
Croatia,HR,385,1896,283327,4030358,56594,0.00%,71/km²
Croatia,HR,385,1897,337836,4030358,56594,0.00%,71/km²
Croatia,HR,385,1898,420498,4030358,56594,0.00%,71/km²
Croatia,HR,385,1899,516937,4030358,56594,0.00%,71/km²
Croatia,HR,385,1900,647519,4030358,56594,0.00%,71/km²
Croatia,HR,385,1901,790081,4030358,56594,0.00%,71/km²
Croatia,HR,385,1902,923658,4030358,56594,0.00%,71/km²
Croatia,HR,385,1903,1068616,4030358,56594,0.00%,71/km²
Croatia,HR,385,1904,1223158,4030358,56594,0.00%,71/km²
Croatia,HR,385,1905,1390879,4030358,56594,0.00%,71/km²
Croatia,HR,385,1906,1591545,4030358,56594,0.00%,71/km²
Croatia,HR,385,1907,1795805,4030358,56594,0.00%,71/km²
Croatia,HR,385,1908,2015639,4030358,56594,0.00%,71/km²
Croatia,HR,385,1909,2241463,4030358,56594,0.00%,71/km²
Croatia,HR,385,1910,2464891,4030358,56594,0.00%,71/km²
Croatia,HR,385,1911,2706888,4030358,56594,0.00%,71/km²
Croatia,HR,385,1912,2954875,4030358,56594,0.00%,71/km²
Croatia,HR,385,1913,3635940,4030358,56594,0.00%,71/km²
Croatia,HR,385,1914,3635940,4030358,56594,0.00%,71/km²
Croatia,HR,385,1915,3635940,4030358,56594,0.00%,71/km²
Croatia,HR,385,1916,3635940,4030358,56594,0.00%,71/km²
Croatia,HR,385,1917,3635940,4030358,56594,0.00%,71/km²
Croatia,HR,385,1918,3635940,4030358,56594,0.00%,71/km²
Croatia,HR,385,1919,4124127,4030358,56594,0.00%,71/km²
Croatia,HR,385,1920,4772247,4030358,56594,0.00%,71/km²
Croatia,HR,385,1921,5462297,4030358,56594,0.00%,71/km²
Croatia,HR,385,1922,6465026,4030358,56594,0.00%,71/km²
Croatia,HR,385,1923,7558803,4030358,56594,0.00%,71/km²
Croatia,HR,385,1924,8680135,4030358,56594,0.00%,71/km²
Croatia,HR,385,1925,9911084,4030358,56594,0.00%,71/km²
Croatia,HR,385,1926,11109687,4030358,56594,0.00%,71/km²
Croatia,HR,385,1927,12464030,4030358,56594,0.00%,71/km²
Croatia,HR,385,1928,13984215,4030358,56594,0.00%,71/km²
Croatia,HR,385,1929,15662019,4030358,56594,0.00%,71/km²
Croatia,HR,385,1930,17240988,4030358,56594,0.00%,71/km²
Croatia,HR,385,1931,18681043,4030358,56594,0.00%,71/km²
Croatia,HR,385,1932,19997003,4030358,56594,0.00%,71/km²
Croatia,HR,385,1933,21214104,4030358,56594,0.00%,71/km²
Croatia,HR,385,1934,22480634,4030358,56594,0.00%,71/km²
Croatia,HR,385,1935,23804998,4030358,56594,0.00%,71/km²
Croatia,HR,385,1936,25113654,4030358,56594,0.00%,71/km²
Croatia,HR,385,1937,26572243,4030358,56594,0.00%,71/km²
Croatia,HR,385,1938,27947877,4030358,56594,0.00%,71/km²
Croatia,HR,385,1939,29392390,4030358,56594,0.00%,71/km²
Croatia,HR,385,1940,31076783,4030358,56594,0.00%,71/km²
Croatia,HR,385,1941,31076783,4030358,56594,0.00%,71/km²
Croatia,HR,385,1942,31076783,4030358,56594,0.00%,71/km²
Croatia,HR,385,1943,31138002,4030358,56594,0.00%,71/km²
Croatia,HR,385,1944,31152977,4030358,56594,0.00%,71/km²
Croatia,HR,385,1945,31998695,4030358,56594,0.00%,71/km²
Croatia,HR,385,1946,33661169,4030358,56594,0.00%,71/km²
Croatia,HR,385,1947,35968701,4030358,56594,0.00%,71/km²
Croatia,HR,385,1948,38572000,4030358,56594,0.00%,71/km²
Croatia,HR,385,1949,41547687,4030358,56594,0.00%,71/km²
Croatia,HR,385,1950,44418024,4030358,56594,0.00%,71/km²
Croatia,HR,385,1951,47135148,4030358,56594,0.00%,71/km²
Croatia,HR,385,1952,49859156,4030358,56594,0.00%,71/km²
Croatia,HR,385,1953,52568962,4030358,56594,0.00%,71/km²
Croatia,HR,385,1954,55802260,4030358,56594,0.00%,71/km²
Croatia,HR,385,1955,59504178,4030358,56594,0.00%,71/km²
Croatia,HR,385,1956,63740014,4030358,56594,0.00%,71/km²
Croatia,HR,385,1957,68336416,4030358,56594,0.00%,71/km²
Croatia,HR,385,1958,72867163,4030358,56594,0.00%,71/km²
Croatia,HR,385,1959,78062234,4030358,56594,0.00%,71/km²
Croatia,HR,385,1960,83739098,4030358,56594,0.00%,71/km²
Croatia,HR,385,1961,89691433,4030358,56594,0.00%,71/km²
Croatia,HR,385,1962,95799659,4030358,56594,0.00%,71/km²
Croatia,HR,385,1963,102595578,4030358,56594,0.00%,71/km²
Croatia,HR,385,1964,110299519,4030358,56594,0.00%,71/km²
Croatia,HR,385,1965,118232405,4030358,56594,0.00%,71/km²
Croatia,HR,385,1966,126095537,4030358,56594,0.00%,71/km²
Croatia,HR,385,1967,134044069,4030358,56594,0.00%,71/km²
Croatia,HR,385,1968,142546585,4030358,56594,0.00%,71/km²
Croatia,HR,385,1969,151363749,4030358,56594,0.00%,71/km²
Croatia,HR,385,1970,162893423,4030358,56594,0.00%,71/km²
Croatia,HR,385,1971,174472055,4030358,56594,0.00%,71/km²
Croatia,HR,385,1972,185132531,4030358,56594,0.00%,71/km²
Croatia,HR,385,1973,198163951,4030358,56594,0.00%,71/km²
Croatia,HR,385,1974,211200308,4030358,56594,0.00%,71/km²
Croatia,HR,385,1975,224751007,4030358,56594,0.00%,71/km²
Croatia,HR,385,1976,238727352,4030358,56594,0.00%,71/km²
Croatia,HR,385,1977,252271449,4030358,56594,0.00%,71/km²
Croatia,HR,385,1978,267522446,4030358,56594,0.00%,71/km²
Croatia,HR,385,1979,284195592,4030358,56594,0.00%,71/km²
Croatia,HR,385,1980,300553653,4030358,56594,0.00%,71/km²
Croatia,HR,385,1981,318110273,4030358,56594,0.00%,71/km²
Croatia,HR,385,1982,334236482,4030358,56594,0.00%,71/km²
Croatia,HR,385,1983,351650153,4030358,56594,0.00%,71/km²
Croatia,HR,385,1984,370075564,4030358,56594,0.00%,71/km²
Croatia,HR,385,1985,388929984,4030358,56594,0.00%,71/km²
Croatia,HR,385,1986,408714011,4030358,56594,0.00%,71/km²
Croatia,HR,385,1987,428026880,4030358,56594,0.00%,71/km²
Croatia,HR,385,1988,448050454,4030358,56594,0.00%,71/km²
Croatia,HR,385,1989,468030014,4030358,56594,0.00%,71/km²
Croatia,HR,385,1990,491007740,4030358,56594,0.00%,71/km²
Croatia,HR,385,1991,507993929,4030358,56594,0.00%,71/km²
Croatia,HR,385,1992,524365361,4030358,56594,0.00%,71/km²
Croatia,HR,385,1993,541173340,4030358,56594,0.00%,71/km²
Croatia,HR,385,1994,557226117,4030358,56594,0.00%,71/km²
Croatia,HR,385,1995,574042566,4030358,56594,0.00%,71/km²
Croatia,HR,385,1996,591386572,4030358,56594,0.00%,71/km²
Croatia,HR,385,1997,609943770,4030358,56594,0.00%,71/km²
Croatia,HR,385,1998,628955620,4030358,56594,0.00%,71/km²
Croatia,HR,385,1999,648978570,4030358,56594,0.00%,71/km²
Croatia,HR,385,2000,668639135,4030358,56594,0.00%,71/km²
Croatia,HR,385,2001,689422384,4030358,56594,0.00%,71/km²
Croatia,HR,385,2002,711310142,4030358,56594,0.00%,71/km²
Croatia,HR,385,2003,734524456,4030358,56594,0.00%,71/km²
Croatia,HR,385,2004,757416003,4030358,56594,0.00%,71/km²
Croatia,HR,385,2005,780761547,4030358,56594,0.00%,71/km²
Croatia,HR,385,2006,804315705,4030358,56594,0.00%,71/km²
Croatia,HR,385,2007,829182048,4030358,56594,0.00%,71/km²
Croatia,HR,385,2008,852780717,4030358,56594,0.00%,71/km²
Croatia,HR,385,2009,874589266,4030358,56594,0.00%,71/km²
Croatia,HR,385,2010,895608467,4030358,56594,0.00%,71/km²
Croatia,HR,385,2011,916260455,4030358,56594,0.00%,71/km²
Croatia,HR,385,2012,935348999,4030358,56594,0.00%,71/km²
Croatia,HR,385,2013,953784626,4030358,56594,0.00%,71/km²
Croatia,HR,385,2014,971466842,4030358,56594,0.00%,71/km²
Croatia,HR,385,2015,989284075,4030358,56594,0.00%,71/km²
Croatia,HR,385,2016,1007367132,4030358,56594,0.00%,71/km²
Croatia,HR,385,2017,1026085195,4030358,56594,0.00%,71/km²
Croatia,HR,385,2018,1043783410,4030358,56594,0.00%,71/km²
Croatia,HR,385,2019,1061562248,4030358,56594,0.00%,71/km²
Croatia,HR,385,2020,1078544258,4030358,56594,0.00%,71/km²
Cuba,CU,53,1750,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1751,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1752,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1753,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1754,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1755,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1756,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1757,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1758,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1759,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1760,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1761,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1762,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1763,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1764,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1765,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1766,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1767,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1768,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1769,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1770,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1771,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1772,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1773,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1774,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1775,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1776,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1777,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1778,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1779,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1780,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1781,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1782,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1783,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1784,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1785,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1786,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1787,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1788,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1789,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1790,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1791,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1792,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1793,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1794,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1795,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1796,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1797,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1798,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1799,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1800,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1801,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1802,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1803,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1804,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1805,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1806,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1807,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1808,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1809,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1810,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1811,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1812,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1813,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1814,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1815,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1816,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1817,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1818,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1819,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1820,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1821,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1822,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1823,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1824,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1825,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1826,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1827,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1828,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1829,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1830,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1831,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1832,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1833,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1834,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1835,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1836,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1837,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1838,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1839,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1840,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1841,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1842,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1843,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1844,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1845,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1846,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1847,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1848,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1849,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1850,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1851,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1852,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1853,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1854,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1855,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1856,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1857,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1858,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1859,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1860,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1861,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1862,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1863,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1864,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1865,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1866,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1867,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1868,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1869,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1870,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1871,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1872,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1873,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1874,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1875,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1876,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1877,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1878,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1879,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1880,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1881,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1882,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1883,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1884,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1885,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1886,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1887,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1888,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1889,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1890,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1891,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1892,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1893,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1894,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1895,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1896,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1897,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1898,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1899,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1900,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1901,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1902,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1903,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1904,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1905,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1906,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1907,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1908,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1909,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1910,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1911,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1912,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1913,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1914,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1915,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1916,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1917,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1918,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1919,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1920,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1921,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1922,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1923,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1924,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1925,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1926,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1927,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1928,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1929,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1930,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1931,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1932,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1933,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1934,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1935,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1936,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1937,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1938,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1939,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1940,0,11212191,109884,0.10%,102/km²
Cuba,CU,53,1941,76320,11212191,109884,0.10%,102/km²
Cuba,CU,53,1942,159909,11212191,109884,0.10%,102/km²
Cuba,CU,53,1943,243498,11212191,109884,0.10%,102/km²
Cuba,CU,53,1944,330721,11212191,109884,0.10%,102/km²
Cuba,CU,53,1945,439750,11212191,109884,0.10%,102/km²
Cuba,CU,53,1946,607224,11212191,109884,0.10%,102/km²
Cuba,CU,53,1947,796623,11212191,109884,0.10%,102/km²
Cuba,CU,53,1948,978664,11212191,109884,0.10%,102/km²
Cuba,CU,53,1949,1160616,11212191,109884,0.10%,102/km²
Cuba,CU,53,1950,6765259,11212191,109884,0.10%,102/km²
Cuba,CU,53,1951,13234338,11212191,109884,0.10%,102/km²
Cuba,CU,53,1952,19516405,11212191,109884,0.10%,102/km²
Cuba,CU,53,1953,25706931,11212191,109884,0.10%,102/km²
Cuba,CU,53,1954,31655573,11212191,109884,0.10%,102/km²
Cuba,CU,53,1955,38432220,11212191,109884,0.10%,102/km²
Cuba,CU,53,1956,44273893,11212191,109884,0.10%,102/km²
Cuba,CU,53,1957,58139518,11212191,109884,0.10%,102/km²
Cuba,CU,53,1958,76134204,11212191,109884,0.10%,102/km²
Cuba,CU,53,1959,91798942,11212191,109884,0.10%,102/km²
Cuba,CU,53,1960,105486041,11212191,109884,0.10%,102/km²
Cuba,CU,53,1961,117654344,11212191,109884,0.10%,102/km²
Cuba,CU,53,1962,131808890,11212191,109884,0.10%,102/km²
Cuba,CU,53,1963,144834805,11212191,109884,0.10%,102/km²
Cuba,CU,53,1964,159113808,11212191,109884,0.10%,102/km²
Cuba,CU,53,1965,173707945,11212191,109884,0.10%,102/km²
Cuba,CU,53,1966,188877330,11212191,109884,0.10%,102/km²
Cuba,CU,53,1967,204614210,11212191,109884,0.10%,102/km²
Cuba,CU,53,1968,220633732,11212191,109884,0.10%,102/km²
Cuba,CU,53,1969,237877030,11212191,109884,0.10%,102/km²
Cuba,CU,53,1970,256531117,11212191,109884,0.10%,102/km²
Cuba,CU,53,1971,276119776,11212191,109884,0.10%,102/km²
Cuba,CU,53,1972,296897146,11212191,109884,0.10%,102/km²
Cuba,CU,53,1973,319272487,11212191,109884,0.10%,102/km²
Cuba,CU,53,1974,342160547,11212191,109884,0.10%,102/km²
Cuba,CU,53,1975,369200029,11212191,109884,0.10%,102/km²
Cuba,CU,53,1976,396397095,11212191,109884,0.10%,102/km²
Cuba,CU,53,1977,425771298,11212191,109884,0.10%,102/km²
Cuba,CU,53,1978,456432501,11212191,109884,0.10%,102/km²
Cuba,CU,53,1979,488117046,11212191,109884,0.10%,102/km²
Cuba,CU,53,1980,519491069,11212191,109884,0.10%,102/km²
Cuba,CU,53,1981,552214549,11212191,109884,0.10%,102/km²
Cuba,CU,53,1982,586741892,11212191,109884,0.10%,102/km²
Cuba,CU,53,1983,617562510,11212191,109884,0.10%,102/km²
Cuba,CU,53,1984,650143203,11212191,109884,0.10%,102/km²
Cuba,CU,53,1985,682699248,11212191,109884,0.10%,102/km²
Cuba,CU,53,1986,716246000,11212191,109884,0.10%,102/km²
Cuba,CU,53,1987,750179262,11212191,109884,0.10%,102/km²
Cuba,CU,53,1988,785795709,11212191,109884,0.10%,102/km²
Cuba,CU,53,1989,821514768,11212191,109884,0.10%,102/km²
Cuba,CU,53,1990,851163188,11212191,109884,0.10%,102/km²
Cuba,CU,53,1991,878333390,11212191,109884,0.10%,102/km²
Cuba,CU,53,1992,898926516,11212191,109884,0.10%,102/km²
Cuba,CU,53,1993,918749287,11212191,109884,0.10%,102/km²
Cuba,CU,53,1994,940131606,11212191,109884,0.10%,102/km²
Cuba,CU,53,1995,962966730,11212191,109884,0.10%,102/km²
Cuba,CU,53,1996,986299681,11212191,109884,0.10%,102/km²
Cuba,CU,53,1997,1011108650,11212191,109884,0.10%,102/km²
Cuba,CU,53,1998,1035402612,11212191,109884,0.10%,102/km²
Cuba,CU,53,1999,1059869719,11212191,109884,0.10%,102/km²
Cuba,CU,53,2000,1085645214,11212191,109884,0.10%,102/km²
Cuba,CU,53,2001,1110861097,11212191,109884,0.10%,102/km²
Cuba,CU,53,2002,1136384747,11212191,109884,0.10%,102/km²
Cuba,CU,53,2003,1162327490,11212191,109884,0.10%,102/km²
Cuba,CU,53,2004,1187548721,11212191,109884,0.10%,102/km²
Cuba,CU,53,2005,1211990829,11212191,109884,0.10%,102/km²
Cuba,CU,53,2006,1236683870,11212191,109884,0.10%,102/km²
Cuba,CU,53,2007,1260924171,11212191,109884,0.10%,102/km²
Cuba,CU,53,2008,1289032439,11212191,109884,0.10%,102/km²
Cuba,CU,53,2009,1317428757,11212191,109884,0.10%,102/km²
Cuba,CU,53,2010,1351628574,11212191,109884,0.10%,102/km²
Cuba,CU,53,2011,1381059658,11212191,109884,0.10%,102/km²
Cuba,CU,53,2012,1410801706,11212191,109884,0.10%,102/km²
Cuba,CU,53,2013,1438825722,11212191,109884,0.10%,102/km²
Cuba,CU,53,2014,1466267502,11212191,109884,0.10%,102/km²
Cuba,CU,53,2015,1495578511,11212191,109884,0.10%,102/km²
Cuba,CU,53,2016,1523756159,11212191,109884,0.10%,102/km²
Cuba,CU,53,2017,1548963787,11212191,109884,0.10%,102/km²
Cuba,CU,53,2018,1571572297,11212191,109884,0.10%,102/km²
Cuba,CU,53,2019,1594096955,11212191,109884,0.10%,102/km²
Cuba,CU,53,2020,1614249235,11212191,109884,0.10%,102/km²
Curacao,CW,599,1750,0,,,,
Curacao,CW,599,1751,0,,,,
Curacao,CW,599,1752,0,,,,
Curacao,CW,599,1753,0,,,,
Curacao,CW,599,1754,0,,,,
Curacao,CW,599,1755,0,,,,
Curacao,CW,599,1756,0,,,,
Curacao,CW,599,1757,0,,,,
Curacao,CW,599,1758,0,,,,
Curacao,CW,599,1759,0,,,,
Curacao,CW,599,1760,0,,,,
Curacao,CW,599,1761,0,,,,
Curacao,CW,599,1762,0,,,,
Curacao,CW,599,1763,0,,,,
Curacao,CW,599,1764,0,,,,
Curacao,CW,599,1765,0,,,,
Curacao,CW,599,1766,0,,,,
Curacao,CW,599,1767,0,,,,
Curacao,CW,599,1768,0,,,,
Curacao,CW,599,1769,0,,,,
Curacao,CW,599,1770,0,,,,
Curacao,CW,599,1771,0,,,,
Curacao,CW,599,1772,0,,,,
Curacao,CW,599,1773,0,,,,
Curacao,CW,599,1774,0,,,,
Curacao,CW,599,1775,0,,,,
Curacao,CW,599,1776,0,,,,
